YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,BAND_2A_DELIVERED,BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202308,QYG,Cheshire and Merseyside ICB,1000080000,Raby Road Dental Centre,CH64 9UZ,E01018534,19145,629762.98,1162,0,133.2,473,86,25,4,16,70,2,1242,4831,629762.98
202308,QMM,Norfolk and Waveney ICB,1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel",NR19 1DR,E01026426,11500,321593.87,,,,,,,,,,,2,1420,321593.87
202308,QXU,Surrey Heartlands ICB,1000120000,Ruta Lagunaite,RH2 9BZ,E01030623,5009,153610.54,440.2,0,0,98,37,16,0,11,16,0,466,911,153610.54
202308,QJG,Suffolk and North East Essex ICB,1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia",CO15 3BW,E01021968,15000,480848.93,,,,,,,,,,,3,470,480848.93
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",1000260000,"The Dental Clinic, Portishead",BS20 6EH,E01032681,1359,40912.13,140.6,0,0,42,15,10,0,0,3,1,311,83,40912.13
202308,QSL,Somerset ICB,1000320000,Mr RK Hughes,BA5 1SU,E01029081,850,20478.62,98,0,0,67,3,2,0,1,0,0,387,65,20478.62
202308,QNC,Staffordshire and Stoke-on-Trent ICB,1000340000,Whitecross Dental Care Limited,WS15 2BZ,E01029404,16000,457227.22,611.4,0,0,158,80,15,0,7,42,6,586,2035,457227.22
202308,QUE,Cambridgeshire and Peterborough ICB,1000360000,Church Street Dental Practice,PE28 3EG,E01018198,4029,115877.84,251,0,0,141,15,4,0,3,5,0,380,1160,115877.84
202308,QM7,Hertfordshire and West Essex ICB,1000390000,Damira Dental Studios Ltd,CM23 3AL,E01023446,10255,299778.82,921.4,1,0,404,55,14,1,19,42,0,1631,3117,299778.82
202308,QPM,Northamptonshire ICB,1000410000,2:30 Ltd,NN17 1RZ,E01026949,31550,1025897.33,2426.4,0,0,767,113,143,0,41,92,4,2355,6770,1025897.33
202308,QM7,Hertfordshire and West Essex ICB,1000520000,Chigwell Dental Practice,IG7 5PZ,E01021765,9244,339490.44,1090.4,0,0,279,76,31,0,35,7,0,616,2401,339490.44
202308,QNX,Sussex ICB,1000610000,MISS AR PATEL,BN21 4LL,E01020935,1800,54761.66,108.2,0,0,78,8,1,0,0,1,0,496,42,54761.66
202308,QT1,Nottingham and Nottinghamshire ICB,1000620000,McDaid & McDaid,NG9 5BA,E01028096,15050,461354.38,1082.4,0,0,413,104,21,0,16,47,4,1485,2934,461354.38
202308,QSL,Somerset ICB,1000710000,Yarde House Partnership,TA1 1DB,E01029289,2600,74085.41,161.4,0,0,93,16,0,0,1,7,0,435,431,74085.41
